Customer_Attrition,Gender,Marital_Status,Months_Inactive,Total_Transaction_Amount,Total_Transaction_Count
Attrited Customer,M,Single,2,2282,38
Existing Customer,F,Single,3,4790,77
Existing Customer,F,Divorced,3,4437,67
Existing Customer,F,Married,2,4776,90
Existing Customer,F,Married,1,5066,84
Existing Customer,F,Married,3,3939,60
Attrited Customer,F,Single,2,2492,50
Attrited Customer,F,Single,2,2216,40
Existing Customer,F,Unknown,2,4140,68
Attrited Customer,F,Divorced,3,2829,42
Existing Customer,M,Married,3,4850,84
Existing Customer,F,Unknown,2,4434,79
Existing Customer,F,Divorced,1,4707,74
Existing Customer,F,Married,3,4159,69
Attrited Customer,M,Single,3,2213,47
Existing Customer,F,Married,1,4794,71
Existing Customer,M,Married,2,4605,88
Existing Customer,F,Unknown,3,5008,93
Existing Customer,F,Married,2,4490,65
Attrited Customer,F,Married,2,2245,41
Attrited Customer,F,Single,6,2280,49
Existing Customer,M,Unknown,3,4473,67
Existing Customer,M,Single,2,3883,68
Existing Customer,M,Married,2,4327,84
Existing Customer,F,Married,1,4475,66
Existing Customer,F,Single,2,4763,74
Attrited Customer,F,Single,2,1792,29
Existing Customer,M,Divorced,3,4003,73
Attrited Customer,F,Single,2,2271,31
Attrited Customer,F,Single,2,2697,45
Existing Customer,F,Single,3,4411,77
Attrited Customer,F,Married,3,2090,50
Attrited Customer,M,Married,3,2297,37
Existing Customer,F,Unknown,3,3916,79
Existing Customer,M,Single,4,3820,75
Existing Customer,F,Unknown,2,4708,81
Attrited Customer,M,Divorced,3,2132,33
Existing Customer,F,Married,3,4663,78
Existing Customer,M,Single,1,4348,77
Existing Customer,F,Married,2,4138,85
Existing Customer,F,Married,4,4417,84
Existing Customer,M,Married,1,5223,84
Existing Customer,F,Married,0,4073,69
Existing Customer,F,Married,3,4891,68
Attrited Customer,F,Divorced,3,1588,37
Existing Customer,M,Married,2,4847,78
Attrited Customer,F,Single,5,1690,38
Existing Customer,F,Single,3,4775,84
Existing Customer,F,Married,2,4551,82
Attrited Customer,M,Married,2,1974,54
Existing Customer,F,Married,4,4404,93
Existing Customer,F,Single,2,4656,59
Existing Customer,F,Single,5,5209,93
Existing Customer,F,Single,4,4976,79
Attrited Customer,M,Single,3,2172,33
Existing Customer,M,Married,1,4212,72
Attrited Customer,F,Single,3,2304,46
Existing Customer,M,Unknown,2,4799,79
Existing Customer,M,Married,4,3568,92
Existing Customer,M,Single,3,4180,71
Existing Customer,M,Married,2,3764,60
Attrited Customer,F,Married,3,2544,27
Attrited Customer,F,Single,3,2722,45
Attrited Customer,F,Married,3,2689,49
Existing Customer,M,Married,2,3943,73
Attrited Customer,F,Unknown,3,2334,51
Existing Customer,F,Single,6,3847,65
Attrited Customer,F,Single,3,1930,48
Attrited Customer,F,Single,3,2577,39
Existing Customer,F,Married,2,4437,61
Existing Customer,F,Married,6,4682,81
Existing Customer,F,Single,2,4890,61
Existing Customer,F,Unknown,3,4518,81
Existing Customer,F,Married,2,3946,69
Existing Customer,F,Divorced,2,4593,79
Existing Customer,F,Single,2,5175,82
Attrited Customer,M,Single,2,2658,43
Existing Customer,M,Unknown,2,4122,70
Existing Customer,M,Married,3,3972,67
Existing Customer,F,Single,1,4104,83
Existing Customer,M,Married,3,4827,70
Existing Customer,F,Single,1,4531,76
Existing Customer,F,Married,0,4520,79
Attrited Customer,M,Single,3,2260,50
Existing Customer,F,Single,2,5228,77
Existing Customer,F,Married,3,5108,87
Existing Customer,F,Married,3,5268,88
Attrited Customer,F,Divorced,3,2552,42
Attrited Customer,M,Single,2,2276,32
Attrited Customer,M,Married,4,2050,35
Existing Customer,F,Single,0,5385,93
Attrited Customer,F,Single,5,2164,53
Existing Customer,F,Single,2,4121,82
Existing Customer,F,Married,2,4551,84
Existing Customer,F,Single,2,4122,74
Existing Customer,F,Divorced,1,5138,77
Existing Customer,F,Divorced,2,4746,73
Existing Customer,F,Single,1,3904,74
Existing Customer,F,Unknown,3,4106,71
Existing Customer,M,Unknown,1,4141,73
Existing Customer,M,Single,1,4166,86
Existing Customer,F,Single,1,4878,71
Attrited Customer,F,Unknown,3,2477,45
Existing Customer,F,Married,2,4064,66
Existing Customer,F,Married,3,4569,70
Existing Customer,M,Married,2,3813,71
Existing Customer,M,Single,3,4354,70
Attrited Customer,F,Single,2,2298,45
Existing Customer,F,Married,2,4592,67
Existing Customer,F,Unknown,1,4450,73
Attrited Customer,M,Married,1,2829,44
Existing Customer,F,Single,3,4716,68
Existing Customer,F,Single,3,4399,80
Existing Customer,F,Married,1,5400,84
Existing Customer,F,Married,2,4513,57
Existing Customer,F,Married,3,4042,85
Existing Customer,F,Married,2,3916,61
Existing Customer,F,Divorced,1,3912,77
Existing Customer,F,Single,3,4175,58
Existing Customer,M,Divorced,2,4802,73
Existing Customer,M,Single,1,4131,66
Existing Customer,F,Single,2,4525,83
Existing Customer,F,Single,2,4906,94
Existing Customer,M,Divorced,2,4776,82
Existing Customer,M,Divorced,1,3349,77
Attrited Customer,F,Married,2,1756,49
Existing Customer,M,Married,1,4587,82
Existing Customer,F,Married,1,4576,78
Existing Customer,F,Single,3,4406,80
Attrited Customer,F,Unknown,3,1998,44
Existing Customer,M,Single,3,4714,93
Existing Customer,F,Single,3,3868,80
Existing Customer,F,Single,0,4515,63
Existing Customer,M,Single,3,4231,68
Existing Customer,M,Married,2,4386,68
Attrited Customer,F,Married,2,1718,37
Existing Customer,F,Unknown,2,4711,83
Existing Customer,M,Married,5,4520,83
Existing Customer,F,Married,1,4149,66
Existing Customer,M,Married,3,3392,86
Existing Customer,F,Single,6,4826,88
Existing Customer,M,Single,2,4355,70
Attrited Customer,M,Married,3,2479,46
Existing Customer,F,Single,2,5105,79
Existing Customer,M,Married,2,4399,88
Attrited Customer,F,Married,2,2813,43
Existing Customer,F,Married,1,4474,63
Existing Customer,M,Single,1,4078,70
Attrited Customer,F,Married,0,2412,40
Attrited Customer,F,Married,4,2116,38
Existing Customer,F,Single,1,4809,87
Existing Customer,F,Single,3,4509,70
Attrited Customer,M,Married,3,2516,64
Existing Customer,M,Single,0,4427,63
Existing Customer,F,Single,1,4666,98
Existing Customer,F,Single,3,4370,83
Attrited Customer,F,Married,2,2446,34
Existing Customer,F,Married,1,4534,71
Attrited Customer,F,Married,2,2925,46
Existing Customer,F,Unknown,3,4769,102
Existing Customer,M,Unknown,2,4215,63
Existing Customer,M,Single,2,4459,65
Existing Customer,M,Married,2,4591,85
Existing Customer,M,Single,2,4768,82
Existing Customer,F,Married,2,4468,71
Existing Customer,F,Single,3,5128,74
Existing Customer,F,Single,4,4812,79
Existing Customer,M,Divorced,3,4455,82
Existing Customer,F,Single,6,4917,73
Attrited Customer,M,Married,3,2767,43
Existing Customer,M,Married,2,4109,71
Existing Customer,F,Married,3,4238,73
Existing Customer,F,Single,2,4587,92
Existing Customer,F,Married,2,3820,72
Existing Customer,M,Married,1,4475,91
Existing Customer,F,Married,3,4957,78
Existing Customer,F,Single,2,5533,85
Existing Customer,F,Single,2,5532,81
Existing Customer,F,Married,1,4940,68
Existing Customer,F,Single,2,5046,79
Existing Customer,F,Divorced,2,4144,64
Existing Customer,F,Married,4,4004,69
Existing Customer,F,Single,3,4059,89
Existing Customer,F,Married,3,4641,80
Existing Customer,F,Divorced,1,4847,86
Attrited Customer,F,Married,2,2608,45
Existing Customer,M,Married,1,4336,72
Existing Customer,F,Single,2,4436,75
Existing Customer,M,Single,3,4435,79
Existing Customer,F,Married,1,4736,86
Existing Customer,M,Single,1,3048,54
Existing Customer,M,Unknown,2,3825,76
Existing Customer,F,Single,1,4490,90
Attrited Customer,F,Single,3,2716,43
Existing Customer,M,Single,2,3973,66
Existing Customer,F,Married,3,4610,76
Existing Customer,F,Married,2,4930,80
Existing Customer,F,Divorced,2,4392,81
Existing Customer,F,Married,1,4143,65
Existing Customer,F,Unknown,2,5302,70
Attrited Customer,M,Married,3,2329,36
Existing Customer,F,Married,1,5532,85
Attrited Customer,M,Single,3,2659,43
Existing Customer,F,Single,2,3913,86
Attrited Customer,F,Married,3,2569,46
Attrited Customer,M,Single,4,2098,31
Existing Customer,F,Unknown,3,3759,69
Existing Customer,F,Single,2,4481,82
Existing Customer,F,Single,3,4686,79
Existing Customer,F,Single,1,3714,56
Existing Customer,F,Married,1,4389,72
Existing Customer,F,Married,2,4765,71
Existing Customer,F,Single,3,4052,65
Existing Customer,F,Married,3,4203,73
Existing Customer,M,Single,1,4640,69
Existing Customer,F,Divorced,2,4060,55
Attrited Customer,F,Single,3,2105,57
Existing Customer,M,Unknown,2,3677,55
Existing Customer,F,Married,3,4884,89
Existing Customer,F,Unknown,2,5049,85
Existing Customer,F,Single,3,4566,73
Existing Customer,F,Married,3,4798,73
Existing Customer,M,Single,2,4984,90
Existing Customer,M,Married,3,4402,75
Attrited Customer,F,Married,3,1902,35
Existing Customer,F,Married,2,4786,73
Existing Customer,F,Married,3,4759,90
Existing Customer,F,Single,5,4628,69
Attrited Customer,F,Married,3,2275,45
Existing Customer,M,Single,4,4014,61
Existing Customer,F,Single,5,4634,91
Existing Customer,M,Married,5,4228,93
Existing Customer,M,Single,1,4204,77
Existing Customer,F,Divorced,5,3637,69
Existing Customer,F,Single,4,5228,71
Existing Customer,F,Married,3,4456,68
Existing Customer,F,Married,3,5064,74
Existing Customer,F,Unknown,2,5342,64
Existing Customer,F,Married,4,4405,67
Existing Customer,F,Single,5,3913,86
Existing Customer,F,Married,3,4161,75
Existing Customer,F,Single,2,4513,66
Existing Customer,F,Unknown,4,4591,85
Existing Customer,F,Single,3,4609,87
Existing Customer,F,Married,4,4396,78
Existing Customer,F,Married,4,5170,68
Attrited Customer,F,Married,2,2191,51
Existing Customer,F,Single,5,4234,74
Existing Customer,F,Married,3,3667,52
Attrited Customer,F,Unknown,3,2145,41
Existing Customer,F,Unknown,5,4433,81
Existing Customer,F,Married,5,4409,72
Existing Customer,F,Single,3,4041,67
Existing Customer,F,Married,5,4659,83
Existing Customer,F,Married,4,3778,72
Attrited Customer,M,Divorced,4,2310,48
Existing Customer,F,Single,4,5253,82
Existing Customer,F,Married,3,4324,89
Existing Customer,M,Single,4,4808,64
Existing Customer,F,Single,5,4996,80
Existing Customer,F,Married,5,4532,78
Existing Customer,F,Married,5,4271,88
Attrited Customer,F,Married,3,2622,70
Attrited Customer,F,Married,3,3046,52
Existing Customer,F,Divorced,5,4555,76
Existing Customer,F,Single,5,4093,77
Existing Customer,F,Married,4,4659,82
Existing Customer,M,Unknown,3,4199,73
Attrited Customer,F,Married,3,2370,44
Existing Customer,F,Married,5,4369,59
Attrited Customer,F,Single,2,2828,46
Existing Customer,M,Unknown,3,3553,66
Existing Customer,M,Single,4,3303,66
Existing Customer,M,Divorced,5,5168,76
Existing Customer,F,Married,3,4282,82
Attrited Customer,F,Divorced,2,2015,33
Existing Customer,F,Married,5,4954,82
Existing Customer,F,Single,3,5006,76
Existing Customer,M,Married,5,4774,81
Existing Customer,F,Married,4,4633,79
Existing Customer,F,Married,5,4531,86
Existing Customer,M,Unknown,3,4685,79
Existing Customer,F,Unknown,2,4139,69
Existing Customer,M,Divorced,3,4368,87
Existing Customer,M,Married,3,4889,89
Existing Customer,M,Single,3,5066,71
Attrited Customer,F,Single,3,2219,49
Existing Customer,F,Single,4,4921,90
Existing Customer,F,Unknown,4,5285,82
Existing Customer,F,Single,4,4313,75
Existing Customer,F,Single,3,4761,99
Existing Customer,F,Single,5,4210,84
Existing Customer,F,Married,3,3929,67
Existing Customer,F,Single,2,4424,73
Existing Customer,F,Single,5,3043,53
Attrited Customer,F,Married,3,2616,47
Attrited Customer,F,Unknown,3,2143,67
Existing Customer,F,Married,1,3971,60
Existing Customer,F,Divorced,5,5053,74
Existing Customer,F,Unknown,4,4824,83
Existing Customer,F,Married,3,4851,86
Existing Customer,F,Single,2,4759,75
Existing Customer,M,Married,4,4995,88
Existing Customer,F,Single,5,3946,73
Existing Customer,M,Single,3,4400,71
Existing Customer,F,Single,3,4348,84
Existing Customer,F,Unknown,4,4577,81
Attrited Customer,M,Single,2,2729,44
Existing Customer,F,Single,5,4338,73
Existing Customer,F,Married,1,4869,85
Existing Customer,F,Single,1,3837,65
Attrited Customer,M,Divorced,3,2207,40
Existing Customer,F,Married,4,5339,86
Existing Customer,F,Married,5,4565,84
Existing Customer,F,Single,4,4491,65
Existing Customer,F,Single,2,4482,74
Existing Customer,M,Single,3,4424,88
Existing Customer,F,Single,4,4854,74
Existing Customer,F,Single,3,4408,80
Existing Customer,F,Married,5,4899,87
Existing Customer,F,Divorced,3,4996,92
Existing Customer,F,Married,5,4706,84
Existing Customer,F,Single,1,4854,80
Existing Customer,F,Married,4,3669,62
Attrited Customer,F,Married,2,2622,60
Existing Customer,F,Divorced,3,5079,80
Existing Customer,F,Married,3,4680,77
Existing Customer,F,Single,4,4966,78
Existing Customer,M,Married,3,4139,67
Existing Customer,F,Single,4,4803,72
Existing Customer,M,Divorced,2,3721,62
Existing Customer,F,Single,3,4537,66
Existing Customer,F,Single,5,4474,58
Attrited Customer,F,Married,2,2459,43
Existing Customer,F,Divorced,3,4317,66
Existing Customer,F,Single,5,4676,78
Existing Customer,F,Married,3,4700,92
Existing Customer,M,Unknown,3,3913,78
Existing Customer,F,Married,2,4921,65
Existing Customer,F,Single,4,5228,73
Existing Customer,F,Single,3,4636,85
Existing Customer,F,Single,5,4606,79
Existing Customer,F,Single,4,5136,81
Existing Customer,F,Single,3,5023,78
Attrited Customer,F,Married,2,2171,38
Existing Customer,F,Married,4,5137,89
Attrited Customer,M,Married,3,2573,55
Attrited Customer,M,Married,3,2397,46
Existing Customer,F,Single,5,4391,67
Attrited Customer,M,Married,2,2400,52
Existing Customer,F,Single,5,4956,72
Existing Customer,M,Single,2,4439,81
Existing Customer,F,Single,3,4409,69
Attrited Customer,F,Married,4,2400,43
Existing Customer,F,Married,4,4512,81
Attrited Customer,M,Single,2,2329,47
Attrited Customer,F,Married,3,2866,47
Existing Customer,F,Single,3,4610,90
Existing Customer,F,Married,5,3453,52
Existing Customer,F,Single,1,5032,89
Existing Customer,M,Single,5,4527,79
Existing Customer,F,Married,5,4536,81
Existing Customer,F,Married,5,4463,89
Existing Customer,F,Married,5,4377,62
Existing Customer,F,Single,4,4699,81
Existing Customer,F,Single,4,3912,79
Existing Customer,F,Single,2,4637,68
Existing Customer,F,Divorced,3,4865,87
Existing Customer,F,Single,4,5171,85
Existing Customer,F,Married,2,4917,66
Existing Customer,F,Single,4,4727,83
Existing Customer,F,Married,4,4109,61
Existing Customer,F,Married,1,3840,69
Existing Customer,M,Single,3,4916,87
Existing Customer,F,Divorced,4,4294,67
Existing Customer,M,Single,3,3546,65
Attrited Customer,F,Single,5,2578,42
Existing Customer,M,Single,4,4824,83
Attrited Customer,M,Single,2,3257,53
Existing Customer,M,Divorced,2,4173,80
Attrited Customer,M,Unknown,2,2221,40
Existing Customer,F,Single,5,4815,62
Existing Customer,F,Single,3,4309,79
Existing Customer,F,Single,1,4369,70
Existing Customer,M,Single,4,4738,82
Attrited Customer,M,Married,4,2717,46
Existing Customer,F,Single,2,4791,101
Existing Customer,M,Divorced,1,4904,75
Existing Customer,F,Married,2,3937,70
Existing Customer,F,Married,2,4130,74
Existing Customer,F,Married,2,5024,69
Existing Customer,F,Married,2,4897,81
Attrited Customer,M,Divorced,5,2281,45
Existing Customer,F,Single,3,4862,77
Existing Customer,F,Married,3,4924,81
Existing Customer,M,Single,2,4506,90
Existing Customer,F,Single,2,4752,72
Existing Customer,F,Married,3,4821,67
Attrited Customer,F,Single,3,2571,44
Attrited Customer,F,Single,1,2144,51
Existing Customer,F,Single,3,4043,72
Existing Customer,F,Divorced,3,3835,78
Existing Customer,F,Single,1,4609,79
Existing Customer,F,Single,2,4143,82
Existing Customer,F,Single,4,4823,62
Existing Customer,F,Married,1,4883,68
Existing Customer,F,Married,2,4675,78
Existing Customer,M,Married,4,3481,78
Existing Customer,F,Single,2,4572,76
Attrited Customer,F,Divorced,3,1937,39
Existing Customer,F,Married,2,3855,73
Existing Customer,M,Single,1,4412,81
Attrited Customer,F,Single,3,2546,42
Attrited Customer,M,Married,3,2750,51
Existing Customer,F,Single,1,4751,80
Existing Customer,M,Married,3,4182,71
Existing Customer,M,Single,3,4811,56
Existing Customer,F,Married,1,4443,86
Existing Customer,M,Single,3,4682,90
Existing Customer,F,Married,4,4707,88
Attrited Customer,M,Single,2,2750,59
Existing Customer,F,Married,4,5149,90
Existing Customer,F,Married,6,4237,87
Existing Customer,M,Married,4,4680,87
Existing Customer,F,Single,1,4150,69
Existing Customer,M,Unknown,4,4275,78
Existing Customer,M,Married,3,4495,81
Attrited Customer,M,Unknown,3,1920,53
Existing Customer,F,Married,3,3800,69
Attrited Customer,F,Married,2,2768,45
Attrited Customer,M,Married,3,2510,32
Existing Customer,F,Married,3,4913,82
Existing Customer,M,Single,2,4509,80
Existing Customer,F,Single,3,4890,53
Existing Customer,M,Single,2,3680,81
Existing Customer,F,Married,3,4636,75
Existing Customer,M,Single,4,4657,70
Attrited Customer,F,Unknown,2,2721,54
Existing Customer,F,Married,2,4384,78
Existing Customer,F,Married,3,4999,83
Existing Customer,F,Married,3,5154,80
Existing Customer,M,Single,3,4884,86
Attrited Customer,F,Single,3,2971,54
Existing Customer,M,Single,1,4642,78
Existing Customer,F,Single,3,4627,68
Existing Customer,F,Married,4,4268,84
Existing Customer,F,Married,3,4688,89
Existing Customer,F,Married,4,4569,81
Existing Customer,M,Single,1,4542,88
Existing Customer,F,Single,2,4857,81
Existing Customer,F,Married,4,4851,84
Existing Customer,F,Married,3,5466,85
Existing Customer,M,Single,2,5638,86
Attrited Customer,F,Married,4,1843,44
Existing Customer,F,Married,4,4026,86
Attrited Customer,M,Married,2,2188,50
Existing Customer,M,Married,4,3073,49
Existing Customer,M,Divorced,2,3282,66
Existing Customer,M,Single,2,2514,32
Existing Customer,M,Single,6,4497,84
Existing Customer,F,Married,3,5056,81
Existing Customer,F,Single,2,2258,59
Existing Customer,M,Married,3,3404,54
Attrited Customer,M,Married,2,2608,36
Attrited Customer,F,Single,2,2244,54
Existing Customer,F,Single,3,5199,83
Existing Customer,F,Single,4,4912,82
Existing Customer,F,Married,2,4596,85
Existing Customer,F,Married,2,4823,72
Existing Customer,F,Married,4,4509,69
Existing Customer,M,Married,4,4775,84
Existing Customer,F,Married,3,4596,71
Existing Customer,F,Married,4,4454,76
Existing Customer,F,Unknown,3,4951,96
Existing Customer,F,Married,3,4940,94
Existing Customer,F,Single,3,3826,71
Existing Customer,M,Married,1,4716,79
Attrited Customer,F,Married,3,2678,37
Existing Customer,M,Divorced,1,4355,79
Existing Customer,F,Single,3,3770,76
Attrited Customer,M,Married,3,1561,41
